"","LC","T_MAPCODE","NMB","n","km2"
"4339","6","FFs28","4",0,0
"4340","7","FFs28","4",1443,0.5772
"4341","1","FFs29","4",72240,28.896
"4342","2","FFs29","4",55500,22.2
"4343","3","FFs29","4",204,0.0816
"4344","4","FFs29","4",275775,110.31
"4345","5","FFs29","4",86838,34.7352
"4346","6","FFs29","4",1062,0.4248
"4347","7","FFs29","4",8159,3.2636
"4348","1","FFs3","4",0,0
"4349","2","FFs3","4",0,0
"4350","3","FFs3","4",0,0
"4351","4","FFs3","4",0,0
"4352","5","FFs3","4",0,0
"4353","6","FFs3","4",0,0
"4354","7","FFs3","4",0,0
"4355","1","FFs30","4",0,0
"4356","2","FFs30","4",0,0
"4357","3","FFs30","4",0,0
"4358","4","FFs30","4",0,0
"4359","5","FFs30","4",0,0
"4360","6","FFs30","4",0,0
"4361","7","FFs30","4",0,0
"4362","1","FFs31","4",0,0
"4363","2","FFs31","4",0,0
"4364","3","FFs31","4",0,0
"4365","4","FFs31","4",0,0
"4366","5","FFs31","4",0,0
"4367","6","FFs31","4",0,0
"4368","7","FFs31","4",0,0
"4369","1","FFs32","4",0,0
"4370","2","FFs32","4",0,0
"4371","3","FFs32","4",0,0
"4372","4","FFs32","4",0,0
"4373","5","FFs32","4",0,0
"4374","6","FFs32","4",0,0
"4375","7","FFs32","4",0,0
"4376","1","FFs4","4",0,0
"4377","2","FFs4","4",0,0
"4378","3","FFs4","4",0,0
"4379","4","FFs4","4",0,0
"4380","5","FFs4","4",0,0
"4381","6","FFs4","4",0,0
"4382","7","FFs4","4",0,0
"4383","1","FFs5","4",0,0
"4384","2","FFs5","4",0,0
"4385","3","FFs5","4",0,0
"4386","4","FFs5","4",0,0
"4387","5","FFs5","4",0,0
"4388","6","FFs5","4",0,0
"4389","7","FFs5","4",0,0
"4390","1","FFs6","4",0,0
"4391","2","FFs6","4",0,0
"4392","3","FFs6","4",0,0
"4393","4","FFs6","4",0,0
"4394","5","FFs6","4",0,0
"4395","6","FFs6","4",0,0
"4396","7","FFs6","4",0,0
"4397","1","FFs7","4",0,0
"4398","2","FFs7","4",0,0
"4399","3","FFs7","4",0,0
"4400","4","FFs7","4",0,0
"4401","5","FFs7","4",0,0
"4402","6","FFs7","4",0,0
"4403","7","FFs7","4",0,0
"4404","1","FFs8","4",0,0
"4405","2","FFs8","4",0,0
"4406","3","FFs8","4",0,0
"4407","4","FFs8","4",0,0
"4408","5","FFs8","4",0,0
"4409","6","FFs8","4",0,0
"4410","7","FFs8","4",0,0
"4411","1","FFs9","4",0,0
"4412","2","FFs9","4",0,0
"4413","3","FFs9","4",0,0
"4414","4","FFs9","4",0,0
"4415","5","FFs9","4",0,0
"4416","6","FFs9","4",0,0
"4417","7","FFs9","4",0,0
"4418","1","FFt1","4",0,0
"4419","2","FFt1","4",0,0
"4420","3","FFt1","4",0,0
"4421","4","FFt1","4",0,0
"4422","5","FFt1","4",0,0
"4423","6","FFt1","4",0,0
"4424","7","FFt1","4",0,0
"4425","1","FFt2","4",4,0.0016
"4426","2","FFt2","4",0,0
"4427","3","FFt2","4",0,0
"4428","4","FFt2","4",0,0
"4429","5","FFt2","4",0,0
"4430","6","FFt2","4",0,0
"4431","7","FFt2","4",0,0
"4432","1","FOa1","4",0,0
"4433","2","FOa1","4",0,0
"4434","3","FOa1","4",0,0
"4435","4","FOa1","4",0,0
"4436","5","FOa1","4",0,0
"4437","6","FOa1","4",0,0
"4438","7","FOa1","4",0,0
"4439","1","FOa2","4",0,0
"4440","2","FOa2","4",0,0
"4441","3","FOa2","4",0,0
"4442","4","FOa2","4",0,0
"4443","5","FOa2","4",0,0
"4444","6","FOa2","4",0,0
"4445","7","FOa2","4",0,0
"4446","1","FOa3","4",0,0
"4447","2","FOa3","4",0,0
"4448","3","FOa3","4",0,0
"4449","4","FOa3","4",0,0
"4450","5","FOa3","4",0,0
"4451","6","FOa3","4",0,0
"4452","7","FOa3","4",0,0
"4453","1","FOz1","4",0,0
"4454","2","FOz1","4",0,0
"4455","3","FOz1","4",0,0
"4456","4","FOz1","4",0,0
"4457","5","FOz1","4",0,0
"4458","6","FOz1","4",0,0
"4459","7","FOz1","4",0,0
"4460","1","FOz2","4",0,0
"4461","2","FOz2","4",0,0
"4462","3","FOz2","4",0,0
"4463","4","FOz2","4",0,0
"4464","5","FOz2","4",0,0
"4465","6","FOz2","4",0,0
"4466","7","FOz2","4",0,0
"4467","1","FOz3","4",0,0
"4468","2","FOz3","4",0,0
"4469","3","FOz3","4",0,0
"4470","4","FOz3","4",0,0
"4471","5","FOz3","4",0,0
"4472","6","FOz3","4",0,0
"4473","7","FOz3","4",0,0
"4474","1","FOz4","4",0,0
"4475","2","FOz4","4",0,0
"4476","3","FOz4","4",0,0
"4477","4","FOz4","4",0,0
"4478","5","FOz4","4",0,0
"4479","6","FOz4","4",0,0
"4480","7","FOz4","4",0,0
"4481","1","FOz5","4",0,0
"4482","2","FOz5","4",0,0
"4483","3","FOz5","4",0,0
"4484","4","FOz5","4",0,0
"4485","5","FOz5","4",0,0
"4486","6","FOz5","4",0,0
"4487","7","FOz5","4",0,0
"4488","1","FOz6","4",0,0
"4489","2","FOz6","4",0,0
"4490","3","FOz6","4",0,0
"4491","4","FOz6","4",0,0
"4492","5","FOz6","4",0,0
"4493","6","FOz6","4",0,0
"4494","7","FOz6","4",0,0
"4495","1","FOz7","4",0,0
"4496","2","FOz7","4",0,0
"4497","3","FOz7","4",0,0
"4498","4","FOz7","4",0,0
"4499","5","FOz7","4",0,0
"4500","6","FOz7","4",0,0
"4501","7","FOz7","4",0,0
"4502","1","FOz8","4",0,0
"4503","2","FOz8","4",0,0
"4504","3","FOz8","4",0,0
"4505","4","FOz8","4",0,0
"4506","5","FOz8","4",0,0
"4507","6","FOz8","4",0,0
"4508","7","FOz8","4",0,0
"4509","1","FOz9","4",0,0
"4510","2","FOz9","4",0,0
"4511","3","FOz9","4",0,0
"4512","4","FOz9","4",0,0
"4513","5","FOz9","4",0,0
"4514","6","FOz9","4",0,0
"4515","7","FOz9","4",0,0
"4516","1","FRa1","4",0,0
"4517","2","FRa1","4",0,0
"4518","3","FRa1","4",0,0
"4519","4","FRa1","4",0,0
"4520","5","FRa1","4",0,0
"4521","6","FRa1","4",0,0
"4522","7","FRa1","4",0,0
"4523","1","FRa2","4",0,0
"4524","2","FRa2","4",0,0
"4525","3","FRa2","4",0,0
"4526","4","FRa2","4",0,0
"4527","5","FRa2","4",0,0
"4528","6","FRa2","4",0,0
"4529","7","FRa2","4",0,0
"4530","1","FRc1","4",0,0
"4531","2","FRc1","4",0,0
"4532","3","FRc1","4",0,0
"4533","4","FRc1","4",0,0
"4534","5","FRc1","4",0,0
"4535","6","FRc1","4",0,0
"4536","7","FRc1","4",0,0
"4537","1","FRc2","4",0,0
"4538","2","FRc2","4",0,0
"4539","3","FRc2","4",0,0
"4540","4","FRc2","4",0,0
"4541","5","FRc2","4",0,0
"4542","6","FRc2","4",0,0
"4543","7","FRc2","4",0,0
"4544","1","FRd1","4",0,0
"4545","2","FRd1","4",0,0
"4546","3","FRd1","4",0,0
"4547","4","FRd1","4",0,0
"4548","5","FRd1","4",0,0
"4549","6","FRd1","4",0,0
"4550","7","FRd1","4",0,0
"4551","1","FRd2","4",0,0
"4552","2","FRd2","4",0,0
"4553","3","FRd2","4",0,0
"4554","4","FRd2","4",0,0
"4555","5","FRd2","4",0,0
"4556","6","FRd2","4",0,0
"4557","7","FRd2","4",0,0
"4558","1","FRg1","4",0,0
"4559","2","FRg1","4",0,0
"4560","3","FRg1","4",0,0
"4561","4","FRg1","4",0,0
"4562","5","FRg1","4",0,0
"4563","6","FRg1","4",0,0
"4564","7","FRg1","4",0,0
"4565","1","FRg2","4",0,0
"4566","2","FRg2","4",0,0
"4567","3","FRg2","4",0,0
"4568","4","FRg2","4",0,0
"4569","5","FRg2","4",0,0
"4570","6","FRg2","4",0,0
"4571","7","FRg2","4",0,0
"4572","1","FRg3","4",0,0
"4573","2","FRg3","4",0,0
"4574","3","FRg3","4",0,0
"4575","4","FRg3","4",0,0
"4576","5","FRg3","4",0,0
"4577","6","FRg3","4",0,0
"4578","7","FRg3","4",0,0
"4579","1","FRl1","4",0,0
"4580","2","FRl1","4",0,0
"4581","3","FRl1","4",0,0
"4582","4","FRl1","4",0,0
"4583","5","FRl1","4",0,0
"4584","6","FRl1","4",0,0
"4585","7","FRl1","4",0,0
"4586","1","FRs1","4",0,0
"4587","2","FRs1","4",0,0
"4588","3","FRs1","4",0,0
"4589","4","FRs1","4",0,0
"4590","5","FRs1","4",0,0
"4591","6","FRs1","4",0,0
"4592","7","FRs1","4",0,0
"4593","1","FRs10","4",0,0
"4594","2","FRs10","4",0,0
"4595","3","FRs10","4",0,0
"4596","4","FRs10","4",0,0
"4597","5","FRs10","4",0,0
"4598","6","FRs10","4",0,0
"4599","7","FRs10","4",0,0
"4600","1","FRs11","4",0,0
"4601","2","FRs11","4",0,0
"4602","3","FRs11","4",0,0
"4603","4","FRs11","4",0,0
"4604","5","FRs11","4",0,0
"4605","6","FRs11","4",0,0
"4606","7","FRs11","4",0,0
"4607","1","FRs12","4",0,0
"4608","2","FRs12","4",0,0
"4609","3","FRs12","4",0,0
"4610","4","FRs12","4",0,0
"4611","5","FRs12","4",0,0
"4612","6","FRs12","4",0,0
"4613","7","FRs12","4",0,0
"4614","1","FRs13","4",0,0
"4615","2","FRs13","4",0,0
"4616","3","FRs13","4",0,0
"4617","4","FRs13","4",0,0
"4618","5","FRs13","4",0,0
"4619","6","FRs13","4",0,0
"4620","7","FRs13","4",0,0
"4621","1","FRs14","4",0,0
"4622","2","FRs14","4",0,0
"4623","3","FRs14","4",0,0
"4624","4","FRs14","4",0,0
"4625","5","FRs14","4",0,0
"4626","6","FRs14","4",0,0
"4627","7","FRs14","4",0,0
"4628","1","FRs15","4",0,0
"4629","2","FRs15","4",0,0
"4630","3","FRs15","4",0,0
"4631","4","FRs15","4",0,0
"4632","5","FRs15","4",0,0
"4633","6","FRs15","4",0,0
"4634","7","FRs15","4",0,0
"4635","1","FRs16","4",0,0
"4636","2","FRs16","4",0,0
"4637","3","FRs16","4",0,0
"4638","4","FRs16","4",0,0
"4639","5","FRs16","4",0,0
"4640","6","FRs16","4",0,0
"4641","7","FRs16","4",0,0
"4642","1","FRs17","4",0,0
"4643","2","FRs17","4",0,0
"4644","3","FRs17","4",0,0
"4645","4","FRs17","4",0,0
"4646","5","FRs17","4",0,0
"4647","6","FRs17","4",0,0
"4648","7","FRs17","4",0,0
"4649","1","FRs18","4",0,0
"4650","2","FRs18","4",0,0
"4651","3","FRs18","4",0,0
"4652","4","FRs18","4",0,0
"4653","5","FRs18","4",0,0
"4654","6","FRs18","4",0,0
"4655","7","FRs18","4",0,0
"4656","1","FRs19","4",5972,2.3888
"4657","2","FRs19","4",5386,2.1544
"4658","3","FRs19","4",22,0.0088
"4659","4","FRs19","4",6146,2.4584
"4660","5","FRs19","4",6198,2.4792
"4661","6","FRs19","4",668,0.2672
"4662","7","FRs19","4",0,0
"4663","1","FRs2","4",0,0
"4664","2","FRs2","4",0,0
"4665","3","FRs2","4",0,0
"4666","4","FRs2","4",0,0
"4667","5","FRs2","4",0,0
"4668","6","FRs2","4",0,0
"4669","7","FRs2","4",0,0
"4670","1","FRs20","4",0,0
"4671","2","FRs20","4",0,0
"4672","3","FRs20","4",0,0
"4673","4","FRs20","4",0,0
"4674","5","FRs20","4",0,0
"4675","6","FRs20","4",0,0
"4676","7","FRs20","4",0,0
"4677","1","FRs3","4",0,0
"4678","2","FRs3","4",0,0
"4679","3","FRs3","4",0,0
"4680","4","FRs3","4",0,0
"4681","5","FRs3","4",0,0
"4682","6","FRs3","4",0,0
"4683","7","FRs3","4",0,0
"4684","1","FRs4","4",0,0
"4685","2","FRs4","4",0,0
"4686","3","FRs4","4",0,0
"4687","4","FRs4","4",0,0
"4688","5","FRs4","4",0,0
"4689","6","FRs4","4",0,0
"4690","7","FRs4","4",0,0
"4691","1","FRs5","4",0,0
"4692","2","FRs5","4",0,0
"4693","3","FRs5","4",0,0
"4694","4","FRs5","4",0,0
"4695","5","FRs5","4",0,0
"4696","6","FRs5","4",0,0
"4697","7","FRs5","4",0,0
"4698","1","FRs6","4",0,0
"4699","2","FRs6","4",0,0
"4700","3","FRs6","4",0,0
"4701","4","FRs6","4",0,0
"4702","5","FRs6","4",0,0
"4703","6","FRs6","4",0,0
"4704","7","FRs6","4",0,0
"4705","1","FRs7","4",0,0
"4706","2","FRs7","4",0,0
"4707","3","FRs7","4",0,0
"4708","4","FRs7","4",0,0
"4709","5","FRs7","4",0,0
"4710","6","FRs7","4",0,0
"4711","7","FRs7","4",0,0
"4712","1","FRs8","4",0,0
"4713","2","FRs8","4",0,0
"4714","3","FRs8","4",0,0
"4715","4","FRs8","4",0,0
"4716","5","FRs8","4",0,0
"4717","6","FRs8","4",0,0
"4718","7","FRs8","4",0,0
"4719","1","FRs9","4",0,0
"4720","2","FRs9","4",0,0
"4721","3","FRs9","4",0,0
"4722","4","FRs9","4",0,0
"4723","5","FRs9","4",0,0
"4724","6","FRs9","4",0,0
"4725","7","FRs9","4",0,0
"4726","1","FS1","4",0,0
"4727","2","FS1","4",0,0
"4728","3","FS1","4",0,0
"4729","4","FS1","4",0,0
"4730","5","FS1","4",0,0
"4731","6","FS1","4",0,0
"4732","7","FS1","4",0,0
"4733","1","FS10","4",0,0
"4734","2","FS10","4",0,0
"4735","3","FS10","4",0,0
"4736","4","FS10","4",0,0
"4737","5","FS10","4",0,0
"4738","6","FS10","4",0,0
"4739","7","FS10","4",0,0
"4740","1","FS11","4",0,0
"4741","2","FS11","4",0,0
"4742","3","FS11","4",0,0
"4743","4","FS11","4",0,0
"4744","5","FS11","4",0,0
"4745","6","FS11","4",0,0
"4746","7","FS11","4",0,0
"4747","1","FS12","4",13154,5.2616
"4748","2","FS12","4",5388,2.1552
"4749","3","FS12","4",12,0.0048
"4750","4","FS12","4",35821,14.3284
"4751","5","FS12","4",0,0
"4752","6","FS12","4",141,0.0564
"4753","7","FS12","4",11,0.0044
"4754","1","FS13","4",0,0
"4755","2","FS13","4",0,0
"4756","3","FS13","4",0,0
"4757","4","FS13","4",0,0
"4758","5","FS13","4",0,0
"4759","6","FS13","4",0,0
"4760","7","FS13","4",0,0
"4761","1","FS14","4",302,0.1208
"4762","2","FS14","4",41,0.0164
"4763","3","FS14","4",0,0
"4764","4","FS14","4",328,0.1312
"4765","5","FS14","4",0,0
"4766","6","FS14","4",48,0.0192
"4767","7","FS14","4",0,0
"4768","1","FS2","4",0,0
"4769","2","FS2","4",0,0
"4770","3","FS2","4",0,0
"4771","4","FS2","4",0,0
"4772","5","FS2","4",0,0
"4773","6","FS2","4",0,0
"4774","7","FS2","4",0,0
"4775","1","FS3","4",0,0
"4776","2","FS3","4",0,0
"4777","3","FS3","4",0,0
"4778","4","FS3","4",0,0
"4779","5","FS3","4",0,0
"4780","6","FS3","4",0,0
"4781","7","FS3","4",0,0
"4782","1","FS4","4",0,0
"4783","2","FS4","4",0,0
"4784","3","FS4","4",0,0
"4785","4","FS4","4",0,0
"4786","5","FS4","4",0,0
"4787","6","FS4","4",0,0
"4788","7","FS4","4",0,0
"4789","1","FS5","4",0,0
"4790","2","FS5","4",0,0
"4791","3","FS5","4",0,0
"4792","4","FS5","4",0,0
"4793","5","FS5","4",0,0
"4794","6","FS5","4",0,0
"4795","7","FS5","4",0,0
"4796","1","FS6","4",0,0
"4797","2","FS6","4",0,0
"4798","3","FS6","4",0,0
"4799","4","FS6","4",0,0
"4800","5","FS6","4",0,0
"4801","6","FS6","4",0,0
"4802","7","FS6","4",0,0
"4803","1","FS7","4",0,0
"4804","2","FS7","4",0,0
"4805","3","FS7","4",0,0
"4806","4","FS7","4",0,0
"4807","5","FS7","4",0,0
"4808","6","FS7","4",0,0
"4809","7","FS7","4",0,0
"4810","1","FS9","4",0,0
"4811","2","FS9","4",0,0
"4812","3","FS9","4",0,0
"4813","4","FS9","4",0,0
"4814","5","FS9","4",0,0
"4815","6","FS9","4",0,0
"4816","7","FS9","4",0,0
"4817","1","Gd1","4",0,0
"4818","2","Gd1","4",0,0
"4819","3","Gd1","4",0,0
"4820","4","Gd1","4",0,0
"4821","5","Gd1","4",0,0
"4822","6","Gd1","4",0,0
"4823","7","Gd1","4",0,0
"4824","1","Gd10","4",0,0
"4825","2","Gd10","4",0,0
"4826","3","Gd10","4",0,0
"4827","4","Gd10","4",0,0
"4828","5","Gd10","4",0,0
"4829","6","Gd10","4",0,0
"4830","7","Gd10","4",0,0
"4831","1","Gd2","4",0,0
"4832","2","Gd2","4",0,0
"4833","3","Gd2","4",0,0
"4834","4","Gd2","4",0,0
"4835","5","Gd2","4",0,0
"4836","6","Gd2","4",0,0
"4837","7","Gd2","4",0,0
"4838","1","Gd3","4",0,0
"4839","2","Gd3","4",0,0
"4840","3","Gd3","4",0,0
"4841","4","Gd3","4",0,0
"4842","5","Gd3","4",0,0
"4843","6","Gd3","4",0,0
"4844","7","Gd3","4",0,0
"4845","1","Gd4","4",0,0
"4846","2","Gd4","4",0,0
"4847","3","Gd4","4",0,0
"4848","4","Gd4","4",0,0
"4849","5","Gd4","4",0,0
"4850","6","Gd4","4",0,0
"4851","7","Gd4","4",0,0
"4852","1","Gd5","4",0,0
"4853","2","Gd5","4",0,0
"4854","3","Gd5","4",0,0
"4855","4","Gd5","4",0,0
"4856","5","Gd5","4",0,0
"4857","6","Gd5","4",0,0
"4858","7","Gd5","4",0,0
"4859","1","Gd6","4",0,0
"4860","2","Gd6","4",0,0
"4861","3","Gd6","4",0,0
"4862","4","Gd6","4",0,0
"4863","5","Gd6","4",0,0
"4864","6","Gd6","4",0,0
"4865","7","Gd6","4",0,0
"4866","1","Gd7","4",0,0
"4867","2","Gd7","4",0,0
"4868","3","Gd7","4",0,0
"4869","4","Gd7","4",0,0
"4870","5","Gd7","4",0,0
"4871","6","Gd7","4",0,0
"4872","7","Gd7","4",0,0
"4873","1","Gd8","4",0,0
"4874","2","Gd8","4",0,0
"4875","3","Gd8","4",0,0
"4876","4","Gd8","4",0,0
"4877","5","Gd8","4",0,0
"4878","6","Gd8","4",0,0
"4879","7","Gd8","4",0,0
"4880","1","Gd9","4",0,0
"4881","2","Gd9","4",0,0
"4882","3","Gd9","4",0,0
"4883","4","Gd9","4",0,0
"4884","5","Gd9","4",0,0
"4885","6","Gd9","4",0,0
"4886","7","Gd9","4",0,0
"4887","1","Gh1","4",0,0
"4888","2","Gh1","4",0,0
"4889","3","Gh1","4",0,0
"4890","4","Gh1","4",0,0
"4891","5","Gh1","4",0,0
"4892","6","Gh1","4",0,0
"4893","7","Gh1","4",0,0
"4894","1","Gh10","4",0,0
"4895","2","Gh10","4",0,0
"4896","3","Gh10","4",0,0
"4897","4","Gh10","4",0,0
"4898","5","Gh10","4",0,0
"4899","6","Gh10","4",0,0
"4900","7","Gh10","4",0,0
"4901","1","Gh11","4",0,0
"4902","2","Gh11","4",0,0
"4903","3","Gh11","4",0,0
"4904","4","Gh11","4",0,0
"4905","5","Gh11","4",0,0
"4906","6","Gh11","4",0,0
"4907","7","Gh11","4",0,0
"4908","1","Gh12","4",0,0
"4909","2","Gh12","4",0,0
"4910","3","Gh12","4",0,0
"4911","4","Gh12","4",0,0
"4912","5","Gh12","4",0,0
"4913","6","Gh12","4",0,0
"4914","7","Gh12","4",0,0
"4915","1","Gh13","4",0,0
"4916","2","Gh13","4",0,0
"4917","3","Gh13","4",0,0
"4918","4","Gh13","4",0,0
"4919","5","Gh13","4",0,0
"4920","6","Gh13","4",0,0
"4921","7","Gh13","4",0,0
"4922","1","Gh14","4",0,0
"4923","2","Gh14","4",0,0
"4924","3","Gh14","4",0,0
"4925","4","Gh14","4",0,0
"4926","5","Gh14","4",0,0
"4927","6","Gh14","4",0,0
"4928","7","Gh14","4",0,0
"4929","1","Gh15","4",0,0
"4930","2","Gh15","4",0,0
"4931","3","Gh15","4",0,0
"4932","4","Gh15","4",0,0
"4933","5","Gh15","4",0,0
"4934","6","Gh15","4",0,0
"4935","7","Gh15","4",0,0
"4936","1","Gh2","4",0,0
"4937","2","Gh2","4",0,0
"4938","3","Gh2","4",0,0
"4939","4","Gh2","4",0,0
"4940","5","Gh2","4",0,0
"4941","6","Gh2","4",0,0
"4942","7","Gh2","4",0,0
"4943","1","Gh3","4",0,0
"4944","2","Gh3","4",0,0
"4945","3","Gh3","4",0,0
"4946","4","Gh3","4",0,0
"4947","5","Gh3","4",0,0
"4948","6","Gh3","4",0,0
"4949","7","Gh3","4",0,0
"4950","1","Gh4","4",0,0
"4951","2","Gh4","4",0,0
"4952","3","Gh4","4",0,0
"4953","4","Gh4","4",0,0
"4954","5","Gh4","4",0,0
"4955","6","Gh4","4",0,0
"4956","7","Gh4","4",0,0
"4957","1","Gh5","4",0,0
"4958","2","Gh5","4",0,0
"4959","3","Gh5","4",0,0
"4960","4","Gh5","4",0,0
"4961","5","Gh5","4",0,0
"4962","6","Gh5","4",0,0
"4963","7","Gh5","4",0,0
"4964","1","Gh6","4",0,0
"4965","2","Gh6","4",0,0
"4966","3","Gh6","4",0,0
"4967","4","Gh6","4",0,0
"4968","5","Gh6","4",0,0
"4969","6","Gh6","4",0,0
"4970","7","Gh6","4",0,0
"4971","1","Gh7","4",0,0
"4972","2","Gh7","4",0,0
"4973","3","Gh7","4",0,0
"4974","4","Gh7","4",0,0
"4975","5","Gh7","4",0,0
"4976","6","Gh7","4",0,0
"4977","7","Gh7","4",0,0
"4978","1","Gh8","4",0,0
"4979","2","Gh8","4",0,0
"4980","3","Gh8","4",0,0
"4981","4","Gh8","4",0,0
"4982","5","Gh8","4",0,0
"4983","6","Gh8","4",0,0
"4984","7","Gh8","4",0,0
"4985","1","Gh9","4",0,0
"4986","2","Gh9","4",0,0
"4987","3","Gh9","4",0,0
"4988","4","Gh9","4",0,0
"4989","5","Gh9","4",0,0
"4990","6","Gh9","4",0,0
"4991","7","Gh9","4",0,0
"4992","1","Gm1","4",0,0
"4993","2","Gm1","4",0,0
"4994","3","Gm1","4",0,0
"4995","4","Gm1","4",0,0
"4996","5","Gm1","4",0,0
"4997","6","Gm1","4",0,0
"4998","7","Gm1","4",0,0
"4999","1","Gm10","4",0,0
"5000","2","Gm10","4",0,0
"5001","3","Gm10","4",0,0
"5002","4","Gm10","4",0,0
"5003","5","Gm10","4",0,0
"5004","6","Gm10","4",0,0
"5005","7","Gm10","4",0,0
"5006","1","Gm11","4",0,0
"5007","2","Gm11","4",0,0
"5008","3","Gm11","4",0,0
"5009","4","Gm11","4",0,0
"5010","5","Gm11","4",0,0
"5011","6","Gm11","4",0,0
"5012","7","Gm11","4",0,0
"5013","1","Gm12","4",0,0
"5014","2","Gm12","4",0,0
"5015","3","Gm12","4",0,0
"5016","4","Gm12","4",0,0
"5017","5","Gm12","4",0,0
"5018","6","Gm12","4",0,0
"5019","7","Gm12","4",0,0
"5020","1","Gm13","4",0,0
"5021","2","Gm13","4",0,0
"5022","3","Gm13","4",0,0
"5023","4","Gm13","4",0,0
"5024","5","Gm13","4",0,0
"5025","6","Gm13","4",0,0
"5026","7","Gm13","4",0,0
"5027","1","Gm14","4",0,0
"5028","2","Gm14","4",0,0
"5029","3","Gm14","4",0,0
"5030","4","Gm14","4",0,0
"5031","5","Gm14","4",0,0
"5032","6","Gm14","4",0,0
"5033","7","Gm14","4",0,0
"5034","1","Gm15","4",0,0
"5035","2","Gm15","4",0,0
"5036","3","Gm15","4",0,0
"5037","4","Gm15","4",0,0
"5038","5","Gm15","4",0,0
"5039","6","Gm15","4",0,0
"5040","7","Gm15","4",0,0
"5041","1","Gm16","4",0,0
"5042","2","Gm16","4",0,0
"5043","3","Gm16","4",0,0
"5044","4","Gm16","4",0,0
"5045","5","Gm16","4",0,0
"5046","6","Gm16","4",0,0
"5047","7","Gm16","4",0,0
"5048","1","Gm17","4",0,0
"5049","2","Gm17","4",0,0
"5050","3","Gm17","4",0,0
"5051","4","Gm17","4",0,0
"5052","5","Gm17","4",0,0
"5053","6","Gm17","4",0,0
"5054","7","Gm17","4",0,0
"5055","1","Gm19","4",0,0
"5056","2","Gm19","4",0,0
"5057","3","Gm19","4",0,0
"5058","4","Gm19","4",0,0
"5059","5","Gm19","4",0,0
"5060","6","Gm19","4",0,0
"5061","7","Gm19","4",0,0
"5062","1","Gm2","4",0,0
"5063","2","Gm2","4",0,0
"5064","3","Gm2","4",0,0
"5065","4","Gm2","4",0,0
"5066","5","Gm2","4",0,0
"5067","6","Gm2","4",0,0
"5068","7","Gm2","4",0,0
"5069","1","Gm20","4",0,0
"5070","2","Gm20","4",0,0
"5071","3","Gm20","4",0,0
"5072","4","Gm20","4",0,0
"5073","5","Gm20","4",0,0
"5074","6","Gm20","4",0,0
"5075","7","Gm20","4",0,0
"5076","1","Gm21","4",0,0
"5077","2","Gm21","4",0,0
"5078","3","Gm21","4",0,0
"5079","4","Gm21","4",0,0
"5080","5","Gm21","4",0,0
"5081","6","Gm21","4",0,0
"5082","7","Gm21","4",0,0
"5083","1","Gm22","4",0,0
"5084","2","Gm22","4",0,0
"5085","3","Gm22","4",0,0
"5086","4","Gm22","4",0,0
"5087","5","Gm22","4",0,0
"5088","6","Gm22","4",0,0
"5089","7","Gm22","4",0,0
"5090","1","Gm23","4",0,0
"5091","2","Gm23","4",0,0
"5092","3","Gm23","4",0,0
"5093","4","Gm23","4",0,0
"5094","5","Gm23","4",0,0
"5095","6","Gm23","4",0,0
"5096","7","Gm23","4",0,0
"5097","1","Gm24","4",0,0
"5098","2","Gm24","4",0,0
"5099","3","Gm24","4",0,0
"5100","4","Gm24","4",0,0
"5101","5","Gm24","4",0,0
"5102","6","Gm24","4",0,0
"5103","7","Gm24","4",0,0
"5104","1","Gm25","4",0,0
"5105","2","Gm25","4",0,0
"5106","3","Gm25","4",0,0
"5107","4","Gm25","4",0,0
"5108","5","Gm25","4",0,0
"5109","6","Gm25","4",0,0
"5110","7","Gm25","4",0,0
"5111","1","Gm26","4",0,0
"5112","2","Gm26","4",0,0
"5113","3","Gm26","4",0,0
"5114","4","Gm26","4",0,0
"5115","5","Gm26","4",0,0
"5116","6","Gm26","4",0,0
"5117","7","Gm26","4",0,0
"5118","1","Gm27","4",0,0
"5119","2","Gm27","4",0,0
"5120","3","Gm27","4",0,0
"5121","4","Gm27","4",0,0
"5122","5","Gm27","4",0,0
"5123","6","Gm27","4",0,0
"5124","7","Gm27","4",0,0
"5125","1","Gm28","4",0,0
"5126","2","Gm28","4",0,0
"5127","3","Gm28","4",0,0
"5128","4","Gm28","4",0,0
"5129","5","Gm28","4",0,0
"5130","6","Gm28","4",0,0
"5131","7","Gm28","4",0,0
"5132","1","Gm29","4",0,0
"5133","2","Gm29","4",0,0
"5134","3","Gm29","4",0,0
"5135","4","Gm29","4",0,0
"5136","5","Gm29","4",0,0
"5137","6","Gm29","4",0,0
"5138","7","Gm29","4",0,0
"5139","1","Gm3","4",0,0
"5140","2","Gm3","4",0,0
"5141","3","Gm3","4",0,0
"5142","4","Gm3","4",0,0
"5143","5","Gm3","4",0,0
"5144","6","Gm3","4",0,0
"5145","7","Gm3","4",0,0
"5146","1","Gm30","4",0,0
"5147","2","Gm30","4",0,0
"5148","3","Gm30","4",0,0
"5149","4","Gm30","4",0,0
"5150","5","Gm30","4",0,0
"5151","6","Gm30","4",0,0
"5152","7","Gm30","4",0,0
"5153","1","Gm31","4",0,0
"5154","2","Gm31","4",0,0
"5155","3","Gm31","4",0,0
"5156","4","Gm31","4",0,0
"5157","5","Gm31","4",0,0
"5158","6","Gm31","4",0,0
"5159","7","Gm31","4",0,0
"5160","1","Gm4","4",0,0
