"","LC","T_MAPCODE","NMB","n","km2"
"10706","3","FFq3","99",520,0.208
"10707","4","FFq3","99",1414,0.5656
"10708","5","FFq3","99",11755,4.702
"10709","6","FFq3","99",408,0.1632
"10710","7","FFq3","99",55,0.022
"10711","1","FFq4","99",228212,91.2848
"10712","2","FFq4","99",5801,2.3204
"10713","3","FFq4","99",830,0.332
"10714","4","FFq4","99",1988,0.7952
"10715","5","FFq4","99",7368,2.9472
"10716","6","FFq4","99",352,0.1408
"10717","7","FFq4","99",24,0.0096
"10718","1","FFq5","99",970972,388.3888
"10719","2","FFq5","99",925,0.37
"10720","3","FFq5","99",77,0.0308
"10721","4","FFq5","99",218,0.0872
"10722","5","FFq5","99",33,0.0132
"10723","6","FFq5","99",0,0
"10724","7","FFq5","99",0,0
"10725","1","FFq6","99",1671814,668.7256
"10726","2","FFq6","99",17390,6.956
"10727","3","FFq6","99",233,0.0932
"10728","4","FFq6","99",2154,0.8616
"10729","5","FFq6","99",9369,3.7476
"10730","6","FFq6","99",158,0.0632
"10731","7","FFq6","99",7177,2.8708
"10732","1","FFs1","99",2001345,800.538
"10733","2","FFs1","99",158005,63.202
"10734","3","FFs1","99",563,0.2252
"10735","4","FFs1","99",3142,1.2568
"10736","5","FFs1","99",369134,147.6536
"10737","6","FFs1","99",6,0.0024
"10738","7","FFs1","99",3187,1.2748
"10739","1","FFs10","99",2521578,1008.6312
"10740","2","FFs10","99",46343,18.5372
"10741","3","FFs10","99",4948,1.9792
"10742","4","FFs10","99",6315,2.526
"10743","5","FFs10","99",21315,8.526
"10744","6","FFs10","99",169,0.0676
"10745","7","FFs10","99",25942,10.3768
"10746","1","FFs11","99",1908781,763.5124
"10747","2","FFs11","99",184784,73.9136
"10748","3","FFs11","99",17530,7.012
"10749","4","FFs11","99",26128,10.4512
"10750","5","FFs11","99",55076,22.0304
"10751","6","FFs11","99",624,0.2496
"10752","7","FFs11","99",92657,37.0628
"10753","1","FFs12","99",2625944,1050.3776
"10754","2","FFs12","99",167368,66.9472
"10755","3","FFs12","99",1008,0.4032
"10756","4","FFs12","99",28460,11.384
"10757","5","FFs12","99",115106,46.0424
"10758","6","FFs12","99",943,0.3772
"10759","7","FFs12","99",9777,3.9108
"10760","1","FFs13","99",1302066,520.8264
"10761","2","FFs13","99",11488,4.5952
"10762","3","FFs13","99",254,0.1016
"10763","4","FFs13","99",570,0.228
"10764","5","FFs13","99",14092,5.6368
"10765","6","FFs13","99",240,0.096
"10766","7","FFs13","99",22,0.0088
"10767","1","FFs14","99",832101,332.8404
"10768","2","FFs14","99",18680,7.472
"10769","3","FFs14","99",825,0.33
"10770","4","FFs14","99",1124,0.4496
"10771","5","FFs14","99",24852,9.9408
"10772","6","FFs14","99",603,0.2412
"10773","7","FFs14","99",19085,7.634
"10774","1","FFs15","99",2267499,906.9996
"10775","2","FFs15","99",89644,35.8576
"10776","3","FFs15","99",1494,0.5976
"10777","4","FFs15","99",8966,3.5864
"10778","5","FFs15","99",112041,44.8164
"10779","6","FFs15","99",572,0.2288
"10780","7","FFs15","99",3760,1.504
"10781","1","FFs16","99",2932666,1173.0664
"10782","2","FFs16","99",37189,14.8756
"10783","3","FFs16","99",387,0.1548
"10784","4","FFs16","99",2157,0.8628
"10785","5","FFs16","99",17217,6.8868
"10786","6","FFs16","99",36,0.0144
"10787","7","FFs16","99",48535,19.414
"10788","1","FFs17","99",250821,100.3284
"10789","2","FFs17","99",8996,3.5984
"10790","3","FFs17","99",121,0.0484
"10791","4","FFs17","99",1045,0.418
"10792","5","FFs17","99",5604,2.2416
"10793","6","FFs17","99",199,0.0796
"10794","7","FFs17","99",1896,0.7584
"10795","1","FFs18","99",1831797,732.7188
"10796","2","FFs18","99",142410,56.964
"10797","3","FFs18","99",1593,0.6372
"10798","4","FFs18","99",3995,1.598
"10799","5","FFs18","99",200996,80.3984
"10800","6","FFs18","99",37,0.0148
"10801","7","FFs18","99",16180,6.472
"10802","1","FFs19","99",2619057,1047.6228
"10803","2","FFs19","99",312852,125.1408
"10804","3","FFs19","99",1754,0.7016
"10805","4","FFs19","99",39228,15.6912
"10806","5","FFs19","99",187216,74.8864
"10807","6","FFs19","99",583,0.2332
"10808","7","FFs19","99",767113,306.8452
"10809","1","FFs2","99",2343878,937.5512
"10810","2","FFs2","99",248859,99.5436
"10811","3","FFs2","99",3954,1.5816
"10812","4","FFs2","99",15928,6.3712
"10813","5","FFs2","99",741193,296.4772
"10814","6","FFs2","99",447,0.1788
"10815","7","FFs2","99",3837,1.5348
"10816","1","FFs20","99",3921022,1568.4088
"10817","2","FFs20","99",301251,120.5004
"10818","3","FFs20","99",17378,6.9512
"10819","4","FFs20","99",59883,23.9532
"10820","5","FFs20","99",984725,393.89
"10821","6","FFs20","99",133,0.0532
"10822","7","FFs20","99",461791,184.7164
"10823","1","FFs21","99",795116,318.0464
"10824","2","FFs21","99",356,0.1424
"10825","3","FFs21","99",67,0.0268
"10826","4","FFs21","99",54,0.0216
"10827","5","FFs21","99",235,0.094
"10828","6","FFs21","99",0,0
"10829","7","FFs21","99",0,0
"10830","1","FFs22","99",963208,385.2832
"10831","2","FFs22","99",6408,2.5632
"10832","3","FFs22","99",12,0.0048
"10833","4","FFs22","99",168,0.0672
"10834","5","FFs22","99",942,0.3768
"10835","6","FFs22","99",0,0
"10836","7","FFs22","99",21,0.0084
"10837","1","FFs23","99",2115604,846.2416
"10838","2","FFs23","99",9135,3.654
"10839","3","FFs23","99",409,0.1636
"10840","4","FFs23","99",897,0.3588
"10841","5","FFs23","99",4437,1.7748
"10842","6","FFs23","99",10,0.004
"10843","7","FFs23","99",0,0
"10844","1","FFs24","99",2705454,1082.1816
"10845","2","FFs24","99",3024,1.2096
"10846","3","FFs24","99",566,0.2264
"10847","4","FFs24","99",1109,0.4436
"10848","5","FFs24","99",1588,0.6352
"10849","6","FFs24","99",14,0.0056
"10850","7","FFs24","99",177,0.0708
"10851","1","FFs25","99",827332,330.9328
"10852","2","FFs25","99",3739,1.4956
"10853","3","FFs25","99",71,0.0284
"10854","4","FFs25","99",151,0.0604
"10855","5","FFs25","99",204,0.0816
"10856","6","FFs25","99",0,0
"10857","7","FFs25","99",0,0
"10858","1","FFs26","99",717054,286.8216
"10859","2","FFs26","99",14835,5.934
"10860","3","FFs26","99",133,0.0532
"10861","4","FFs26","99",433,0.1732
"10862","5","FFs26","99",27691,11.0764
"10863","6","FFs26","99",0,0
"10864","7","FFs26","99",296,0.1184
"10865","1","FFs27","99",5332057,2132.8228
"10866","2","FFs27","99",184519,73.8076
"10867","3","FFs27","99",650,0.26
"10868","4","FFs27","99",5119,2.0476
"10869","5","FFs27","99",175955,70.382
"10870","6","FFs27","99",159,0.0636
"10871","7","FFs27","99",237385,94.954
"10872","1","FFs28","99",9004221,3601.6884
"10873","2","FFs28","99",295256,118.1024
"10874","3","FFs28","99",3805,1.522
"10875","4","FFs28","99",45582,18.2328
"10876","5","FFs28","99",450477,180.1908
"10877","6","FFs28","99",395,0.158
"10878","7","FFs28","99",43936,17.5744
"10879","1","FFs29","99",768,0.3072
"10880","2","FFs29","99",0,0
"10881","3","FFs29","99",0,0
"10882","4","FFs29","99",0,0
"10883","5","FFs29","99",0,0
"10884","6","FFs29","99",0,0
"10885","7","FFs29","99",0,0
"10886","1","FFs3","99",1173438,469.3752
"10887","2","FFs3","99",39729,15.8916
"10888","3","FFs3","99",191,0.0764
"10889","4","FFs3","99",1342,0.5368
"10890","5","FFs3","99",29917,11.9668
"10891","6","FFs3","99",0,0
"10892","7","FFs3","99",1061,0.4244
"10893","1","FFs30","99",93705,37.482
"10894","2","FFs30","99",27,0.0108
"10895","3","FFs30","99",13,0.0052
"10896","4","FFs30","99",73,0.0292
"10897","5","FFs30","99",0,0
"10898","6","FFs30","99",0,0
"10899","7","FFs30","99",0,0
"10900","1","FFs31","99",126912,50.7648
"10901","2","FFs31","99",101,0.0404
"10902","3","FFs31","99",1,0.0004
"10903","4","FFs31","99",12,0.0048
"10904","5","FFs31","99",0,0
"10905","6","FFs31","99",0,0
"10906","7","FFs31","99",0,0
"10907","1","FFs32","99",885774,354.3096
"10908","2","FFs32","99",126398,50.5592
"10909","3","FFs32","99",75,0.03
"10910","4","FFs32","99",936,0.3744
"10911","5","FFs32","99",356699,142.6796
"10912","6","FFs32","99",0,0
"10913","7","FFs32","99",17,0.0068
"10914","1","FFs4","99",5582047,2232.8188
"10915","2","FFs4","99",246274,98.5096
"10916","3","FFs4","99",7110,2.844
"10917","4","FFs4","99",10278,4.1112
"10918","5","FFs4","99",454509,181.8036
"10919","6","FFs4","99",292,0.1168
"10920","7","FFs4","99",8509,3.4036
"10921","1","FFs5","99",2628026,1051.2104
"10922","2","FFs5","99",102723,41.0892
"10923","3","FFs5","99",11893,4.7572
"10924","4","FFs5","99",4898,1.9592
"10925","5","FFs5","99",85424,34.1696
"10926","6","FFs5","99",255,0.102
"10927","7","FFs5","99",6745,2.698
"10928","1","FFs6","99",926814,370.7256
"10929","2","FFs6","99",45260,18.104
"10930","3","FFs6","99",1516,0.6064
"10931","4","FFs6","99",5807,2.3228
"10932","5","FFs6","99",74163,29.6652
"10933","6","FFs6","99",402,0.1608
"10934","7","FFs6","99",3120,1.248
"10935","1","FFs7","99",928035,371.214
"10936","2","FFs7","99",13348,5.3392
"10937","3","FFs7","99",4666,1.8664
"10938","4","FFs7","99",1238,0.4952
"10939","5","FFs7","99",36793,14.7172
"10940","6","FFs7","99",39,0.0156
"10941","7","FFs7","99",1104,0.4416
"10942","1","FFs8","99",788719,315.4876
"10943","2","FFs8","99",3478,1.3912
"10944","3","FFs8","99",507,0.2028
"10945","4","FFs8","99",1138,0.4552
"10946","5","FFs8","99",5215,2.086
"10947","6","FFs8","99",58,0.0232
"10948","7","FFs8","99",196,0.0784
"10949","1","FFs9","99",508355,203.342
"10950","2","FFs9","99",13369,5.3476
"10951","3","FFs9","99",869,0.3476
"10952","4","FFs9","99",18281,7.3124
"10953","5","FFs9","99",373,0.1492
"10954","6","FFs9","99",21,0.0084
"10955","7","FFs9","99",7283,2.9132
"10956","1","FFt1","99",989449,395.7796
"10957","2","FFt1","99",9083,3.6332
"10958","3","FFt1","99",240,0.096
"10959","4","FFt1","99",518,0.2072
"10960","5","FFt1","99",13131,5.2524
"10961","6","FFt1","99",4,0.0016
"10962","7","FFt1","99",64,0.0256
"10963","1","FFt2","99",449308,179.7232
"10964","2","FFt2","99",20830,8.332
"10965","3","FFt2","99",94,0.0376
"10966","4","FFt2","99",5728,2.2912
"10967","5","FFt2","99",47280,18.912
"10968","6","FFt2","99",57,0.0228
"10969","7","FFt2","99",79,0.0316
"10970","1","FOa1","99",333616,133.4464
"10971","2","FOa1","99",26540,10.616
"10972","3","FOa1","99",1584,0.6336
"10973","4","FOa1","99",560,0.224
"10974","5","FOa1","99",79034,31.6136
"10975","6","FOa1","99",0,0
"10976","7","FOa1","99",11,0.0044
"10977","1","FOa2","99",181906,72.7624
"10978","2","FOa2","99",51175,20.47
"10979","3","FOa2","99",191,0.0764
"10980","4","FOa2","99",3739,1.4956
"10981","5","FOa2","99",11105,4.442
"10982","6","FOa2","99",38,0.0152
"10983","7","FOa2","99",3215,1.286
"10984","1","FOa3","99",51419,20.5676
"10985","2","FOa3","99",3273,1.3092
"10986","3","FOa3","99",301,0.1204
"10987","4","FOa3","99",4495,1.798
"10988","5","FOa3","99",50,0.02
"10989","6","FOa3","99",63,0.0252
"10990","7","FOa3","99",5,0.002
"10991","1","FOz1","99",1576153,630.4612
"10992","2","FOz1","99",339094,135.6376
"10993","3","FOz1","99",204,0.0816
"10994","4","FOz1","99",3069,1.2276
"10995","5","FOz1","99",31486,12.5944
"10996","6","FOz1","99",3,0.0012
"10997","7","FOz1","99",18614,7.4456
"10998","1","FOz2","99",455865,182.346
"10999","2","FOz2","99",67844,27.1376
"11000","3","FOz2","99",33,0.0132
"11001","4","FOz2","99",351,0.1404
"11002","5","FOz2","99",149,0.0596
"11003","6","FOz2","99",2,0.0008
"11004","7","FOz2","99",10863,4.3452
"11005","1","FOz3","99",2205909,882.3636
"11006","2","FOz3","99",422559,169.0236
"11007","3","FOz3","99",111,0.0444
"11008","4","FOz3","99",1690,0.676
"11009","5","FOz3","99",1626,0.6504
"11010","6","FOz3","99",3,0.0012
"11011","7","FOz3","99",23445,9.378
"11012","1","FOz4","99",721699,288.6796
"11013","2","FOz4","99",231450,92.58
"11014","3","FOz4","99",39,0.0156
"11015","4","FOz4","99",47,0.0188
"11016","5","FOz4","99",1112,0.4448
"11017","6","FOz4","99",0,0
"11018","7","FOz4","99",18733,7.4932
"11019","1","FOz5","99",2366439,946.5756
"11020","2","FOz5","99",160617,64.2468
"11021","3","FOz5","99",378,0.1512
"11022","4","FOz5","99",6493,2.5972
"11023","5","FOz5","99",33931,13.5724
"11024","6","FOz5","99",330,0.132
"11025","7","FOz5","99",5649,2.2596
"11026","1","FOz6","99",377436,150.9744
"11027","2","FOz6","99",32543,13.0172
"11028","3","FOz6","99",0,0
"11029","4","FOz6","99",467,0.1868
"11030","5","FOz6","99",52620,21.048
"11031","6","FOz6","99",0,0
"11032","7","FOz6","99",20,0.008
"11033","1","FOz7","99",1288038,515.2152
"11034","2","FOz7","99",305768,122.3072
"11035","3","FOz7","99",2048,0.8192
"11036","4","FOz7","99",53455,21.382
"11037","5","FOz7","99",18747,7.4988
"11038","6","FOz7","99",21408,8.5632
"11039","7","FOz7","99",11664,4.6656
"11040","1","FOz8","99",610378,244.1512
"11041","2","FOz8","99",39951,15.9804
"11042","3","FOz8","99",440,0.176
"11043","4","FOz8","99",6094,2.4376
"11044","5","FOz8","99",6466,2.5864
"11045","6","FOz8","99",0,0
"11046","7","FOz8","99",217,0.0868
"11047","1","FOz9","99",203081,81.2324
"11048","2","FOz9","99",336,0.1344
"11049","3","FOz9","99",8,0.0032
"11050","4","FOz9","99",3,0.0012
"11051","5","FOz9","99",680,0.272
"11052","6","FOz9","99",0,0
"11053","7","FOz9","99",0,0
"11054","1","FRa1","99",436405,174.562
"11055","2","FRa1","99",203657,81.4628
"11056","3","FRa1","99",19992,7.9968
"11057","4","FRa1","99",74275,29.71
"11058","5","FRa1","99",505946,202.3784
"11059","6","FRa1","99",642,0.2568
"11060","7","FRa1","99",3185,1.274
"11061","1","FRa2","99",91513,36.6052
"11062","2","FRa2","99",17204,6.8816
"11063","3","FRa2","99",175,0.07
"11064","4","FRa2","99",3818,1.5272
"11065","5","FRa2","99",44657,17.8628
"11066","6","FRa2","99",0,0
"11067","7","FRa2","99",326,0.1304
"11068","1","FRc1","99",32065,12.826
"11069","2","FRc1","99",32075,12.83
"11070","3","FRc1","99",664,0.2656
"11071","4","FRc1","99",5997,2.3988
"11072","5","FRc1","99",179677,71.8708
"11073","6","FRc1","99",533,0.2132
"11074","7","FRc1","99",1582,0.6328
"11075","1","FRc2","99",71762,28.7048
"11076","2","FRc2","99",55601,22.2404
"11077","3","FRc2","99",437,0.1748
"11078","4","FRc2","99",6168,2.4672
"11079","5","FRc2","99",385774,154.3096
"11080","6","FRc2","99",920,0.368
"11081","7","FRc2","99",3850,1.54
"11082","1","FRd1","99",493092,197.2368
"11083","2","FRd1","99",26969,10.7876
"11084","3","FRd1","99",1642,0.6568
"11085","4","FRd1","99",905,0.362
"11086","5","FRd1","99",25627,10.2508
"11087","6","FRd1","99",46,0.0184
"11088","7","FRd1","99",542,0.2168
"11089","1","FRd2","99",1413401,565.3604
"11090","2","FRd2","99",18237,7.2948
"11091","3","FRd2","99",690,0.276
"11092","4","FRd2","99",647,0.2588
"11093","5","FRd2","99",14311,5.7244
"11094","6","FRd2","99",14,0.0056
"11095","7","FRd2","99",0,0
"11096","1","FRg1","99",632126,252.8504
"11097","2","FRg1","99",46673,18.6692
"11098","3","FRg1","99",103,0.0412
"11099","4","FRg1","99",1537,0.6148
"11100","5","FRg1","99",83342,33.3368
"11101","6","FRg1","99",33,0.0132
"11102","7","FRg1","99",0,0
"11103","1","FRg2","99",385136,154.0544
"11104","2","FRg2","99",338007,135.2028
"11105","3","FRg2","99",12449,4.9796
"11106","4","FRg2","99",125564,50.2256
"11107","5","FRg2","99",1490577,596.2308
"11108","6","FRg2","99",2104,0.8416
"11109","7","FRg2","99",24379,9.7516
"11110","1","FRg3","99",47063,18.8252
"11111","2","FRg3","99",519,0.2076
"11112","3","FRg3","99",0,0
"11113","4","FRg3","99",17,0.0068
"11114","5","FRg3","99",320,0.128
"11115","6","FRg3","99",0,0
"11116","7","FRg3","99",10,0.004
"11117","1","FRl1","99",1081544,432.6176
"11118","2","FRl1","99",69658,27.8632
"11119","3","FRl1","99",3584,1.4336
"11120","4","FRl1","99",4993,1.9972
"11121","5","FRl1","99",93864,37.5456
"11122","6","FRl1","99",42,0.0168
"11123","7","FRl1","99",526,0.2104
"11124","1","FRs1","99",490173,196.0692
"11125","2","FRs1","99",17060,6.824
"11126","3","FRs1","99",109,0.0436
"11127","4","FRs1","99",284,0.1136
"11128","5","FRs1","99",10324,4.1296
"11129","6","FRs1","99",0,0
"11130","7","FRs1","99",326,0.1304
"11131","1","FRs10","99",6320,2.528
"11132","2","FRs10","99",5854,2.3416
"11133","3","FRs10","99",108,0.0432
"11134","4","FRs10","99",49749,19.8996
"11135","5","FRs10","99",0,0
"11136","6","FRs10","99",0,0
"11137","7","FRs10","99",1170,0.468
"11138","1","FRs11","99",383132,153.2528
"11139","2","FRs11","99",243519,97.4076
"11140","3","FRs11","99",60330,24.132
"11141","4","FRs11","99",35738,14.2952
"11142","5","FRs11","99",2246295,898.518
"11143","6","FRs11","99",380,0.152
"11144","7","FRs11","99",14768,5.9072
"11145","1","FRs12","99",488985,195.594
"11146","2","FRs12","99",322989,129.1956
"11147","3","FRs12","99",4118,1.6472
"11148","4","FRs12","99",39953,15.9812
"11149","5","FRs12","99",4200490,1680.196
"11150","6","FRs12","99",569,0.2276
"11151","7","FRs12","99",11638,4.6552
"11152","1","FRs13","99",994664,397.8656
"11153","2","FRs13","99",595510,238.204
"11154","3","FRs13","99",3243,1.2972
"11155","4","FRs13","99",45510,18.204
"11156","5","FRs13","99",5252775,2101.11
"11157","6","FRs13","99",3358,1.3432
"11158","7","FRs13","99",11173,4.4692
"11159","1","FRs14","99",815437,326.1748
"11160","2","FRs14","99",234969,93.9876
"11161","3","FRs14","99",1414,0.5656
"11162","4","FRs14","99",21171,8.4684
"11163","5","FRs14","99",1089862,435.9448
"11164","6","FRs14","99",2317,0.9268
"11165","7","FRs14","99",1134,0.4536
"11166","1","FRs15","99",660473,264.1892
"11167","2","FRs15","99",15782,6.3128
"11168","3","FRs15","99",547,0.2188
"11169","4","FRs15","99",1648,0.6592
"11170","5","FRs15","99",12113,4.8452
"11171","6","FRs15","99",0,0
"11172","7","FRs15","99",417,0.1668
"11173","1","FRs16","99",2760429,1104.1716
"11174","2","FRs16","99",165768,66.3072
"11175","3","FRs16","99",3360,1.344
"11176","4","FRs16","99",13973,5.5892
"11177","5","FRs16","99",425540,170.216
"11178","6","FRs16","99",269,0.1076
"11179","7","FRs16","99",88,0.0352
"11180","1","FRs17","99",160254,64.1016
"11181","2","FRs17","99",68873,27.5492
"11182","3","FRs17","99",6118,2.4472
"11183","4","FRs17","99",17567,7.0268
"11184","5","FRs17","99",256243,102.4972
"11185","6","FRs17","99",129,0.0516
"11186","7","FRs17","99",8716,3.4864
"11187","1","FRs18","99",296689,118.6756
"11188","2","FRs18","99",42,0.0168
"11189","3","FRs18","99",1,0.0004
"11190","4","FRs18","99",5,0.002
"11191","5","FRs18","99",67,0.0268
"11192","6","FRs18","99",0,0
"11193","7","FRs18","99",0,0
"11194","1","FRs19","99",347309,138.9236
"11195","2","FRs19","99",76074,30.4296
"11196","3","FRs19","99",5717,2.2868
"11197","4","FRs19","99",19167,7.6668
"11198","5","FRs19","99",414529,165.8116
"11199","6","FRs19","99",1108,0.4432
"11200","7","FRs19","99",12,0.0048
"11201","1","FRs2","99",260834,104.3336
"11202","2","FRs2","99",87975,35.19
"11203","3","FRs2","99",133,0.0532
"11204","4","FRs2","99",4687,1.8748
"11205","5","FRs2","99",192328,76.9312
"11206","6","FRs2","99",65,0.026
"11207","7","FRs2","99",1016,0.4064
"11208","1","FRs20","99",28514,11.4056
"11209","2","FRs20","99",17496,6.9984
"11210","3","FRs20","99",3407,1.3628
"11211","4","FRs20","99",8886,3.5544
"11212","5","FRs20","99",58146,23.2584
"11213","6","FRs20","99",30,0.012
"11214","7","FRs20","99",955,0.382
"11215","1","FRs3","99",7870973,3148.3892
"11216","2","FRs3","99",88468,35.3872
"11217","3","FRs3","99",8451,3.3804
"11218","4","FRs3","99",6164,2.4656
"11219","5","FRs3","99",68625,27.45
"11220","6","FRs3","99",570,0.228
"11221","7","FRs3","99",390,0.156
"11222","1","FRs4","99",528309,211.3236
"11223","2","FRs4","99",210048,84.0192
"11224","3","FRs4","99",19104,7.6416
"11225","4","FRs4","99",29995,11.998
"11226","5","FRs4","99",440397,176.1588
"11227","6","FRs4","99",78,0.0312
"11228","7","FRs4","99",1448,0.5792
"11229","1","FRs5","99",2997618,1199.0472
"11230","2","FRs5","99",82032,32.8128
"11231","3","FRs5","99",1484,0.5936
"11232","4","FRs5","99",2895,1.158
"11233","5","FRs5","99",6679,2.6716
"11234","6","FRs5","99",267,0.1068
"11235","7","FRs5","99",160,0.064
"11236","1","FRs6","99",4523680,1809.472
"11237","2","FRs6","99",397247,158.8988
"11238","3","FRs6","99",7881,3.1524
"11239","4","FRs6","99",19055,7.622
"11240","5","FRs6","99",289458,115.7832
"11241","6","FRs6","99",1621,0.6484
"11242","7","FRs6","99",667,0.2668
"11243","1","FRs7","99",3232461,1292.9844
"11244","2","FRs7","99",358343,143.3372
"11245","3","FRs7","99",10858,4.3432
"11246","4","FRs7","99",31743,12.6972
"11247","5","FRs7","99",378249,151.2996
"11248","6","FRs7","99",351,0.1404
"11249","7","FRs7","99",7858,3.1432
"11250","1","FRs8","99",1541083,616.4332
"11251","2","FRs8","99",371564,148.6256
"11252","3","FRs8","99",15692,6.2768
"11253","4","FRs8","99",41507,16.6028
"11254","5","FRs8","99",613143,245.2572
"11255","6","FRs8","99",3813,1.5252
"11256","7","FRs8","99",37712,15.0848
"11257","1","FRs9","99",1214363,485.7452
"11258","2","FRs9","99",1035050,414.02
"11259","3","FRs9","99",40779,16.3116
"11260","4","FRs9","99",324633,129.8532
"11261","5","FRs9","99",9713382,3885.3528
"11262","6","FRs9","99",26400,10.56
"11263","7","FRs9","99",54817,21.9268
"11264","1","FS1","99",589413,235.7652
"11265","2","FS1","99",143247,57.2988
"11266","3","FS1","99",72,0.0288
"11267","4","FS1","99",16593,6.6372
"11268","5","FS1","99",134317,53.7268
"11269","6","FS1","99",1748,0.6992
"11270","7","FS1","99",296,0.1184
"11271","1","FS10","99",763970,305.588
"11272","2","FS10","99",5544,2.2176
"11273","3","FS10","99",49,0.0196
"11274","4","FS10","99",37151,14.8604
"11275","5","FS10","99",238,0.0952
"11276","6","FS10","99",226,0.0904
"11277","7","FS10","99",15,0.006
"11278","1","FS11","99",98612,39.4448
"11279","2","FS11","99",78,0.0312
"11280","3","FS11","99",0,0
"11281","4","FS11","99",295,0.118
"11282","5","FS11","99",7,0.0028
"11283","6","FS11","99",0,0
"11284","7","FS11","99",0,0
"11285","1","FS12","99",16369,6.5476
"11286","2","FS12","99",958,0.3832
"11287","3","FS12","99",26,0.0104
"11288","4","FS12","99",13688,5.4752
"11289","5","FS12","99",0,0
"11290","6","FS12","99",0,0
"11291","7","FS12","99",1,0.0004
"11292","1","FS13","99",88173,35.2692
"11293","2","FS13","99",1202,0.4808
"11294","3","FS13","99",3,0.0012
"11295","4","FS13","99",12050,4.82
"11296","5","FS13","99",1,0.0004
"11297","6","FS13","99",0,0
"11298","7","FS13","99",2708,1.0832
"11299","1","FS14","99",204457,81.7828
"11300","2","FS14","99",1597,0.6388
"11301","3","FS14","99",162,0.0648
"11302","4","FS14","99",26010,10.404
"11303","5","FS14","99",1353,0.5412
"11304","6","FS14","99",0,0
"11305","7","FS14","99",0,0
"11306","1","FS2","99",195998,78.3992
"11307","2","FS2","99",79311,31.7244
"11308","3","FS2","99",51,0.0204
"11309","4","FS2","99",59288,23.7152
"11310","5","FS2","99",404370,161.748
"11311","6","FS2","99",7353,2.9412
"11312","7","FS2","99",780,0.312
"11313","1","FS3","99",1451901,580.7604
"11314","2","FS3","99",779730,311.892
"11315","3","FS3","99",1877,0.7508
"11316","4","FS3","99",72201,28.8804
"11317","5","FS3","99",1773065,709.226
"11318","6","FS3","99",23211,9.2844
"11319","7","FS3","99",6398,2.5592
"11320","1","FS4","99",123878,49.5512
"11321","2","FS4","99",18176,7.2704
"11322","3","FS4","99",0,0
"11323","4","FS4","99",4301,1.7204
"11324","5","FS4","99",6953,2.7812
"11325","6","FS4","99",561,0.2244
"11326","7","FS4","99",1,0.0004
"11327","1","FS5","99",732489,292.9956
"11328","2","FS5","99",52082,20.8328
"11329","3","FS5","99",1687,0.6748
"11330","4","FS5","99",47587,19.0348
"11331","5","FS5","99",22974,9.1896
"11332","6","FS5","99",3801,1.5204
"11333","7","FS5","99",211,0.0844
"11334","1","FS6","99",458431,183.3724
"11335","2","FS6","99",32281,12.9124
"11336","3","FS6","99",4495,1.798
"11337","4","FS6","99",467191,186.8764
"11338","5","FS6","99",20403,8.1612
"11339","6","FS6","99",12136,4.8544
"11340","7","FS6","99",2392,0.9568
"11341","1","FS7","99",93841,37.5364
"11342","2","FS7","99",3486,1.3944
"11343","3","FS7","99",70,0.028
"11344","4","FS7","99",10701,4.2804
"11345","5","FS7","99",8889,3.5556
"11346","6","FS7","99",0,0
"11347","7","FS7","99",0,0
"11348","1","FS9","99",31024,12.4096
"11349","2","FS9","99",11500,4.6
"11350","3","FS9","99",81,0.0324
"11351","4","FS9","99",6321,2.5284
"11352","5","FS9","99",18877,7.5508
"11353","6","FS9","99",0,0
"11354","7","FS9","99",2223,0.8892
"11355","1","Gd1","99",10507562,4203.0248
"11356","2","Gd1","99",501963,200.7852
"11357","3","Gd1","99",42090,16.836
"11358","4","Gd1","99",153553,61.4212
"11359","5","Gd1","99",551242,220.4968
"11360","6","Gd1","99",814,0.3256
"11361","7","Gd1","99",810116,324.0464
"11362","1","Gd10","99",6881823,2752.7292
"11363","2","Gd10","99",672,0.2688
"11364","3","Gd10","99",7613,3.0452
"11365","4","Gd10","99",1531,0.6124
"11366","5","Gd10","99",185354,74.1416
"11367","6","Gd10","99",0,0
"11368","7","Gd10","99",0,0
"11369","1","Gd2","99",383932,153.5728
"11370","2","Gd2","99",2471,0.9884
"11371","3","Gd2","99",126,0.0504
"11372","4","Gd2","99",190,0.076
"11373","5","Gd2","99",2367,0.9468
"11374","6","Gd2","99",16,0.0064
"11375","7","Gd2","99",6733,2.6932
"11376","1","Gd3","99",6023249,2409.2996
"11377","2","Gd3","99",444063,177.6252
"11378","3","Gd3","99",43406,17.3624
"11379","4","Gd3","99",38147,15.2588
"11380","5","Gd3","99",860384,344.1536
"11381","6","Gd3","99",1829,0.7316
"11382","7","Gd3","99",4571,1.8284
"11383","1","Gd4","99",14984181,5993.6724
"11384","2","Gd4","99",356418,142.5672
"11385","3","Gd4","99",10219,4.0876
"11386","4","Gd4","99",155674,62.2696
"11387","5","Gd4","99",872233,348.8932
"11388","6","Gd4","99",1007,0.4028
"11389","7","Gd4","99",237845,95.138
"11390","1","Gd5","99",2790751,1116.3004
"11391","2","Gd5","99",77715,31.086
"11392","3","Gd5","99",9210,3.684
"11393","4","Gd5","99",120153,48.0612
"11394","5","Gd5","99",85072,34.0288
"11395","6","Gd5","99",245,0.098
"11396","7","Gd5","99",10940,4.376
