"","nlc2022_7class","T_MAPCODE","PROVINCE","n"
"2282","7","SKr10","Eastern Cape",0
"2283","1","SKr11","Eastern Cape",0
"2284","2","SKr11","Eastern Cape",0
"2285","3","SKr11","Eastern Cape",0
"2286","4","SKr11","Eastern Cape",0
"2287","5","SKr11","Eastern Cape",0
"2288","6","SKr11","Eastern Cape",0
"2289","7","SKr11","Eastern Cape",0
"2290","1","SKr12","Eastern Cape",0
"2291","2","SKr12","Eastern Cape",0
"2292","3","SKr12","Eastern Cape",0
"2293","4","SKr12","Eastern Cape",0
"2294","5","SKr12","Eastern Cape",0
"2295","6","SKr12","Eastern Cape",0
"2296","7","SKr12","Eastern Cape",0
"2297","1","SKr13","Eastern Cape",0
"2298","2","SKr13","Eastern Cape",0
"2299","3","SKr13","Eastern Cape",0
"2300","4","SKr13","Eastern Cape",0
"2301","5","SKr13","Eastern Cape",0
"2302","6","SKr13","Eastern Cape",0
"2303","7","SKr13","Eastern Cape",0
"2304","1","SKr14","Eastern Cape",0
"2305","2","SKr14","Eastern Cape",0
"2306","3","SKr14","Eastern Cape",0
"2307","4","SKr14","Eastern Cape",0
"2308","5","SKr14","Eastern Cape",0
"2309","6","SKr14","Eastern Cape",0
"2310","7","SKr14","Eastern Cape",0
"2311","1","SKr15","Eastern Cape",0
"2312","2","SKr15","Eastern Cape",0
"2313","3","SKr15","Eastern Cape",0
"2314","4","SKr15","Eastern Cape",0
"2315","5","SKr15","Eastern Cape",0
"2316","6","SKr15","Eastern Cape",0
"2317","7","SKr15","Eastern Cape",0
"2318","1","SKr16","Eastern Cape",0
"2319","2","SKr16","Eastern Cape",0
"2320","3","SKr16","Eastern Cape",0
"2321","4","SKr16","Eastern Cape",0
"2322","5","SKr16","Eastern Cape",0
"2323","6","SKr16","Eastern Cape",0
"2324","7","SKr16","Eastern Cape",0
"2325","1","SKr17","Eastern Cape",0
"2326","2","SKr17","Eastern Cape",0
"2327","3","SKr17","Eastern Cape",0
"2328","4","SKr17","Eastern Cape",0
"2329","5","SKr17","Eastern Cape",0
"2330","6","SKr17","Eastern Cape",0
"2331","7","SKr17","Eastern Cape",0
"2332","1","SKr18","Eastern Cape",0
"2333","2","SKr18","Eastern Cape",0
"2334","3","SKr18","Eastern Cape",0
"2335","4","SKr18","Eastern Cape",0
"2336","5","SKr18","Eastern Cape",0
"2337","6","SKr18","Eastern Cape",0
"2338","7","SKr18","Eastern Cape",0
"2339","1","SKr19","Eastern Cape",0
"2340","2","SKr19","Eastern Cape",0
"2341","3","SKr19","Eastern Cape",0
"2342","4","SKr19","Eastern Cape",0
"2343","5","SKr19","Eastern Cape",0
"2344","6","SKr19","Eastern Cape",0
"2345","7","SKr19","Eastern Cape",0
"2346","1","SKr2","Eastern Cape",0
"2347","2","SKr2","Eastern Cape",0
"2348","3","SKr2","Eastern Cape",0
"2349","4","SKr2","Eastern Cape",0
"2350","5","SKr2","Eastern Cape",0
"2351","6","SKr2","Eastern Cape",0
"2352","7","SKr2","Eastern Cape",0
"2353","1","SKr3","Eastern Cape",0
"2354","2","SKr3","Eastern Cape",0
"2355","3","SKr3","Eastern Cape",0
"2356","4","SKr3","Eastern Cape",0
"2357","5","SKr3","Eastern Cape",0
"2358","6","SKr3","Eastern Cape",0
"2359","7","SKr3","Eastern Cape",0
"2360","1","SKr4","Eastern Cape",0
"2361","2","SKr4","Eastern Cape",0
"2362","3","SKr4","Eastern Cape",0
"2363","4","SKr4","Eastern Cape",0
"2364","5","SKr4","Eastern Cape",0
"2365","6","SKr4","Eastern Cape",0
"2366","7","SKr4","Eastern Cape",0
"2367","1","SKr5","Eastern Cape",0
"2368","2","SKr5","Eastern Cape",0
"2369","3","SKr5","Eastern Cape",0
"2370","4","SKr5","Eastern Cape",0
"2371","5","SKr5","Eastern Cape",0
"2372","6","SKr5","Eastern Cape",0
"2373","7","SKr5","Eastern Cape",0
"2374","1","SKr6","Eastern Cape",0
"2375","2","SKr6","Eastern Cape",0
"2376","3","SKr6","Eastern Cape",0
"2377","4","SKr6","Eastern Cape",0
"2378","5","SKr6","Eastern Cape",0
"2379","6","SKr6","Eastern Cape",0
"2380","7","SKr6","Eastern Cape",0
"2381","1","SKr7","Eastern Cape",0
"2382","2","SKr7","Eastern Cape",0
"2383","3","SKr7","Eastern Cape",0
"2384","4","SKr7","Eastern Cape",0
"2385","5","SKr7","Eastern Cape",0
"2386","6","SKr7","Eastern Cape",0
"2387","7","SKr7","Eastern Cape",0
"2388","1","SKr8","Eastern Cape",0
"2389","2","SKr8","Eastern Cape",0
"2390","3","SKr8","Eastern Cape",0
"2391","4","SKr8","Eastern Cape",0
"2392","5","SKr8","Eastern Cape",0
"2393","6","SKr8","Eastern Cape",0
"2394","7","SKr8","Eastern Cape",0
"2395","1","SKr9","Eastern Cape",0
"2396","2","SKr9","Eastern Cape",0
"2397","3","SKr9","Eastern Cape",0
"2398","4","SKr9","Eastern Cape",0
"2399","5","SKr9","Eastern Cape",0
"2400","6","SKr9","Eastern Cape",0
"2401","7","SKr9","Eastern Cape",0
"2402","1","SKs1","Eastern Cape",0
"2403","2","SKs1","Eastern Cape",0
"2404","3","SKs1","Eastern Cape",0
"2405","4","SKs1","Eastern Cape",0
"2406","5","SKs1","Eastern Cape",0
"2407","6","SKs1","Eastern Cape",0
"2408","7","SKs1","Eastern Cape",0
"2409","1","SKs10","Eastern Cape",0
"2410","2","SKs10","Eastern Cape",0
"2411","3","SKs10","Eastern Cape",0
"2412","4","SKs10","Eastern Cape",0
"2413","5","SKs10","Eastern Cape",0
"2414","6","SKs10","Eastern Cape",0
"2415","7","SKs10","Eastern Cape",0
"2416","1","SKs11","Eastern Cape",0
"2417","2","SKs11","Eastern Cape",0
"2418","3","SKs11","Eastern Cape",0
"2419","4","SKs11","Eastern Cape",0
"2420","5","SKs11","Eastern Cape",0
"2421","6","SKs11","Eastern Cape",0
"2422","7","SKs11","Eastern Cape",0
"2423","1","SKs12","Eastern Cape",0
"2424","2","SKs12","Eastern Cape",0
"2425","3","SKs12","Eastern Cape",0
"2426","4","SKs12","Eastern Cape",0
"2427","5","SKs12","Eastern Cape",0
"2428","6","SKs12","Eastern Cape",0
"2429","7","SKs12","Eastern Cape",0
"2430","1","SKs13","Eastern Cape",0
"2431","2","SKs13","Eastern Cape",0
"2432","3","SKs13","Eastern Cape",0
"2433","4","SKs13","Eastern Cape",0
"2434","5","SKs13","Eastern Cape",0
"2435","6","SKs13","Eastern Cape",0
"2436","7","SKs13","Eastern Cape",0
"2437","1","SKs14","Eastern Cape",0
"2438","2","SKs14","Eastern Cape",0
"2439","3","SKs14","Eastern Cape",0
"2440","4","SKs14","Eastern Cape",0
"2441","5","SKs14","Eastern Cape",0
"2442","6","SKs14","Eastern Cape",0
"2443","7","SKs14","Eastern Cape",0
"2444","1","SKs2","Eastern Cape",0
"2445","2","SKs2","Eastern Cape",0
"2446","3","SKs2","Eastern Cape",0
"2447","4","SKs2","Eastern Cape",0
"2448","5","SKs2","Eastern Cape",0
"2449","6","SKs2","Eastern Cape",0
"2450","7","SKs2","Eastern Cape",0
"2451","1","SKs3","Eastern Cape",0
"2452","2","SKs3","Eastern Cape",0
"2453","3","SKs3","Eastern Cape",0
"2454","4","SKs3","Eastern Cape",0
"2455","5","SKs3","Eastern Cape",0
"2456","6","SKs3","Eastern Cape",0
"2457","7","SKs3","Eastern Cape",0
"2458","1","SKs4","Eastern Cape",0
"2459","2","SKs4","Eastern Cape",0
"2460","3","SKs4","Eastern Cape",0
"2461","4","SKs4","Eastern Cape",0
"2462","5","SKs4","Eastern Cape",0
"2463","6","SKs4","Eastern Cape",0
"2464","7","SKs4","Eastern Cape",0
"2465","1","SKs5","Eastern Cape",0
"2466","2","SKs5","Eastern Cape",0
"2467","3","SKs5","Eastern Cape",0
"2468","4","SKs5","Eastern Cape",0
"2469","5","SKs5","Eastern Cape",0
"2470","6","SKs5","Eastern Cape",0
"2471","7","SKs5","Eastern Cape",0
"2472","1","SKs6","Eastern Cape",0
"2473","2","SKs6","Eastern Cape",0
"2474","3","SKs6","Eastern Cape",0
"2475","4","SKs6","Eastern Cape",0
"2476","5","SKs6","Eastern Cape",0
"2477","6","SKs6","Eastern Cape",0
"2478","7","SKs6","Eastern Cape",0
"2479","1","SKs7","Eastern Cape",0
"2480","2","SKs7","Eastern Cape",0
"2481","3","SKs7","Eastern Cape",0
"2482","4","SKs7","Eastern Cape",0
"2483","5","SKs7","Eastern Cape",0
"2484","6","SKs7","Eastern Cape",0
"2485","7","SKs7","Eastern Cape",0
"2486","1","SKs8","Eastern Cape",0
"2487","2","SKs8","Eastern Cape",0
"2488","3","SKs8","Eastern Cape",0
"2489","4","SKs8","Eastern Cape",0
"2490","5","SKs8","Eastern Cape",0
"2491","6","SKs8","Eastern Cape",0
"2492","7","SKs8","Eastern Cape",0
"2493","1","SKs9","Eastern Cape",0
"2494","2","SKs9","Eastern Cape",0
"2495","3","SKs9","Eastern Cape",0
"2496","4","SKs9","Eastern Cape",0
"2497","5","SKs9","Eastern Cape",0
"2498","6","SKs9","Eastern Cape",0
"2499","7","SKs9","Eastern Cape",0
"2500","1","SKt1","Eastern Cape",0
"2501","2","SKt1","Eastern Cape",0
"2502","3","SKt1","Eastern Cape",0
"2503","4","SKt1","Eastern Cape",0
"2504","5","SKt1","Eastern Cape",0
"2505","6","SKt1","Eastern Cape",0
"2506","7","SKt1","Eastern Cape",0
"2507","1","SKt2","Eastern Cape",0
"2508","2","SKt2","Eastern Cape",0
"2509","3","SKt2","Eastern Cape",0
"2510","4","SKt2","Eastern Cape",0
"2511","5","SKt2","Eastern Cape",0
"2512","6","SKt2","Eastern Cape",0
"2513","7","SKt2","Eastern Cape",0
"2514","1","SKt3","Eastern Cape",0
"2515","2","SKt3","Eastern Cape",0
"2516","3","SKt3","Eastern Cape",0
"2517","4","SKt3","Eastern Cape",0
"2518","5","SKt3","Eastern Cape",0
"2519","6","SKt3","Eastern Cape",0
"2520","7","SKt3","Eastern Cape",0
"2521","1","SKv1","Eastern Cape",0
"2522","2","SKv1","Eastern Cape",0
"2523","3","SKv1","Eastern Cape",0
"2524","4","SKv1","Eastern Cape",0
"2525","5","SKv1","Eastern Cape",0
"2526","6","SKv1","Eastern Cape",0
"2527","7","SKv1","Eastern Cape",0
"2528","1","SKv10","Eastern Cape",0
"2529","2","SKv10","Eastern Cape",0
"2530","3","SKv10","Eastern Cape",0
"2531","4","SKv10","Eastern Cape",0
"2532","5","SKv10","Eastern Cape",0
"2533","6","SKv10","Eastern Cape",0
"2534","7","SKv10","Eastern Cape",0
"2535","1","SKv11","Eastern Cape",0
"2536","2","SKv11","Eastern Cape",0
"2537","3","SKv11","Eastern Cape",0
"2538","4","SKv11","Eastern Cape",0
"2539","5","SKv11","Eastern Cape",0
"2540","6","SKv11","Eastern Cape",0
"2541","7","SKv11","Eastern Cape",0
"2542","1","SKv13","Eastern Cape",2336317
"2543","2","SKv13","Eastern Cape",14814
"2544","3","SKv13","Eastern Cape",3460
"2545","4","SKv13","Eastern Cape",5490
"2546","5","SKv13","Eastern Cape",5195
"2547","6","SKv13","Eastern Cape",76
"2548","7","SKv13","Eastern Cape",0
"2549","1","SKv14","Eastern Cape",1923112
"2550","2","SKv14","Eastern Cape",27746
"2551","3","SKv14","Eastern Cape",3692
"2552","4","SKv14","Eastern Cape",16892
"2553","5","SKv14","Eastern Cape",11258
"2554","6","SKv14","Eastern Cape",510
"2555","7","SKv14","Eastern Cape",54
"2556","1","SKv2","Eastern Cape",0
"2557","2","SKv2","Eastern Cape",0
"2558","3","SKv2","Eastern Cape",0
"2559","4","SKv2","Eastern Cape",0
"2560","5","SKv2","Eastern Cape",0
"2561","6","SKv2","Eastern Cape",0
"2562","7","SKv2","Eastern Cape",0
"2563","1","SKv3","Eastern Cape",0
"2564","2","SKv3","Eastern Cape",0
"2565","3","SKv3","Eastern Cape",0
"2566","4","SKv3","Eastern Cape",0
"2567","5","SKv3","Eastern Cape",0
"2568","6","SKv3","Eastern Cape",0
"2569","7","SKv3","Eastern Cape",0
"2570","1","SKv4","Eastern Cape",0
"2571","2","SKv4","Eastern Cape",0
"2572","3","SKv4","Eastern Cape",0
"2573","4","SKv4","Eastern Cape",0
"2574","5","SKv4","Eastern Cape",0
"2575","6","SKv4","Eastern Cape",0
"2576","7","SKv4","Eastern Cape",0
"2577","1","SKv5","Eastern Cape",0
"2578","2","SKv5","Eastern Cape",0
"2579","3","SKv5","Eastern Cape",0
"2580","4","SKv5","Eastern Cape",0
"2581","5","SKv5","Eastern Cape",0
"2582","6","SKv5","Eastern Cape",0
"2583","7","SKv5","Eastern Cape",0
"2584","1","SKv6","Eastern Cape",0
"2585","2","SKv6","Eastern Cape",0
"2586","3","SKv6","Eastern Cape",0
"2587","4","SKv6","Eastern Cape",0
"2588","5","SKv6","Eastern Cape",0
"2589","6","SKv6","Eastern Cape",0
"2590","7","SKv6","Eastern Cape",0
"2591","1","SKv7","Eastern Cape",0
"2592","2","SKv7","Eastern Cape",0
"2593","3","SKv7","Eastern Cape",0
"2594","4","SKv7","Eastern Cape",0
"2595","5","SKv7","Eastern Cape",0
"2596","6","SKv7","Eastern Cape",0
"2597","7","SKv7","Eastern Cape",0
"2598","1","SKv8","Eastern Cape",0
"2599","2","SKv8","Eastern Cape",0
"2600","3","SKv8","Eastern Cape",0
"2601","4","SKv8","Eastern Cape",0
"2602","5","SKv8","Eastern Cape",0
"2603","6","SKv8","Eastern Cape",0
"2604","7","SKv8","Eastern Cape",0
"2605","1","SVcb1","Eastern Cape",0
"2606","2","SVcb1","Eastern Cape",0
"2607","3","SVcb1","Eastern Cape",0
"2608","4","SVcb1","Eastern Cape",0
"2609","5","SVcb1","Eastern Cape",0
"2610","6","SVcb1","Eastern Cape",0
"2611","7","SVcb1","Eastern Cape",0
"2612","1","SVcb10","Eastern Cape",0
"2613","2","SVcb10","Eastern Cape",0
"2614","3","SVcb10","Eastern Cape",0
"2615","4","SVcb10","Eastern Cape",0
"2616","5","SVcb10","Eastern Cape",0
"2617","6","SVcb10","Eastern Cape",0
"2618","7","SVcb10","Eastern Cape",0
"2619","1","SVcb11","Eastern Cape",0
"2620","2","SVcb11","Eastern Cape",0
"2621","3","SVcb11","Eastern Cape",0
"2622","4","SVcb11","Eastern Cape",0
"2623","5","SVcb11","Eastern Cape",0
"2624","6","SVcb11","Eastern Cape",0
"2625","7","SVcb11","Eastern Cape",0
"2626","1","SVcb12","Eastern Cape",0
"2627","2","SVcb12","Eastern Cape",0
"2628","3","SVcb12","Eastern Cape",0
"2629","4","SVcb12","Eastern Cape",0
"2630","5","SVcb12","Eastern Cape",0
"2631","6","SVcb12","Eastern Cape",0
"2632","7","SVcb12","Eastern Cape",0
"2633","1","SVcb13","Eastern Cape",0
"2634","2","SVcb13","Eastern Cape",0
"2635","3","SVcb13","Eastern Cape",0
"2636","4","SVcb13","Eastern Cape",0
"2637","5","SVcb13","Eastern Cape",0
"2638","6","SVcb13","Eastern Cape",0
"2639","7","SVcb13","Eastern Cape",0
"2640","1","SVcb14","Eastern Cape",0
"2641","2","SVcb14","Eastern Cape",0
"2642","3","SVcb14","Eastern Cape",0
"2643","4","SVcb14","Eastern Cape",0
"2644","5","SVcb14","Eastern Cape",0
"2645","6","SVcb14","Eastern Cape",0
"2646","7","SVcb14","Eastern Cape",0
"2647","1","SVcb15","Eastern Cape",0
"2648","2","SVcb15","Eastern Cape",0
"2649","3","SVcb15","Eastern Cape",0
"2650","4","SVcb15","Eastern Cape",0
"2651","5","SVcb15","Eastern Cape",0
"2652","6","SVcb15","Eastern Cape",0
"2653","7","SVcb15","Eastern Cape",0
"2654","1","SVcb16","Eastern Cape",0
"2655","2","SVcb16","Eastern Cape",0
"2656","3","SVcb16","Eastern Cape",0
"2657","4","SVcb16","Eastern Cape",0
"2658","5","SVcb16","Eastern Cape",0
"2659","6","SVcb16","Eastern Cape",0
"2660","7","SVcb16","Eastern Cape",0
"2661","1","SVcb17","Eastern Cape",0
"2662","2","SVcb17","Eastern Cape",0
"2663","3","SVcb17","Eastern Cape",0
"2664","4","SVcb17","Eastern Cape",0
"2665","5","SVcb17","Eastern Cape",0
"2666","6","SVcb17","Eastern Cape",0
"2667","7","SVcb17","Eastern Cape",0
"2668","1","SVcb18","Eastern Cape",0
"2669","2","SVcb18","Eastern Cape",0
"2670","3","SVcb18","Eastern Cape",0
"2671","4","SVcb18","Eastern Cape",0
"2672","5","SVcb18","Eastern Cape",0
"2673","6","SVcb18","Eastern Cape",0
"2674","7","SVcb18","Eastern Cape",0
"2675","1","SVcb19","Eastern Cape",0
"2676","2","SVcb19","Eastern Cape",0
"2677","3","SVcb19","Eastern Cape",0
"2678","4","SVcb19","Eastern Cape",0
"2679","5","SVcb19","Eastern Cape",0
"2680","6","SVcb19","Eastern Cape",0
"2681","7","SVcb19","Eastern Cape",0
"2682","1","SVcb2","Eastern Cape",0
"2683","2","SVcb2","Eastern Cape",0
"2684","3","SVcb2","Eastern Cape",0
"2685","4","SVcb2","Eastern Cape",0
"2686","5","SVcb2","Eastern Cape",0
"2687","6","SVcb2","Eastern Cape",0
"2688","7","SVcb2","Eastern Cape",0
"2689","1","SVcb20","Eastern Cape",0
"2690","2","SVcb20","Eastern Cape",0
"2691","3","SVcb20","Eastern Cape",0
"2692","4","SVcb20","Eastern Cape",0
"2693","5","SVcb20","Eastern Cape",0
"2694","6","SVcb20","Eastern Cape",0
"2695","7","SVcb20","Eastern Cape",0
"2696","1","SVcb21","Eastern Cape",0
"2697","2","SVcb21","Eastern Cape",0
"2698","3","SVcb21","Eastern Cape",0
"2699","4","SVcb21","Eastern Cape",0
"2700","5","SVcb21","Eastern Cape",0
"2701","6","SVcb21","Eastern Cape",0
"2702","7","SVcb21","Eastern Cape",0
"2703","1","SVcb22","Eastern Cape",0
"2704","2","SVcb22","Eastern Cape",0
"2705","3","SVcb22","Eastern Cape",0
"2706","4","SVcb22","Eastern Cape",0
"2707","5","SVcb22","Eastern Cape",0
"2708","6","SVcb22","Eastern Cape",0
"2709","7","SVcb22","Eastern Cape",0
"2710","1","SVcb23","Eastern Cape",0
"2711","2","SVcb23","Eastern Cape",0
"2712","3","SVcb23","Eastern Cape",0
"2713","4","SVcb23","Eastern Cape",0
"2714","5","SVcb23","Eastern Cape",0
"2715","6","SVcb23","Eastern Cape",0
"2716","7","SVcb23","Eastern Cape",0
"2717","1","SVcb24","Eastern Cape",0
"2718","2","SVcb24","Eastern Cape",0
"2719","3","SVcb24","Eastern Cape",0
"2720","4","SVcb24","Eastern Cape",0
"2721","5","SVcb24","Eastern Cape",0
"2722","6","SVcb24","Eastern Cape",0
"2723","7","SVcb24","Eastern Cape",0
"2724","1","SVcb25","Eastern Cape",0
"2725","2","SVcb25","Eastern Cape",0
"2726","3","SVcb25","Eastern Cape",0
"2727","4","SVcb25","Eastern Cape",0
"2728","5","SVcb25","Eastern Cape",0
"2729","6","SVcb25","Eastern Cape",0
"2730","7","SVcb25","Eastern Cape",0
"2731","1","SVcb26","Eastern Cape",0
"2732","2","SVcb26","Eastern Cape",0
"2733","3","SVcb26","Eastern Cape",0
"2734","4","SVcb26","Eastern Cape",0
"2735","5","SVcb26","Eastern Cape",0
"2736","6","SVcb26","Eastern Cape",0
"2737","7","SVcb26","Eastern Cape",0
"2738","1","SVcb27","Eastern Cape",0
"2739","2","SVcb27","Eastern Cape",0
"2740","3","SVcb27","Eastern Cape",0
"2741","4","SVcb27","Eastern Cape",0
"2742","5","SVcb27","Eastern Cape",0
"2743","6","SVcb27","Eastern Cape",0
"2744","7","SVcb27","Eastern Cape",0
"2745","1","SVcb28","Eastern Cape",0
"2746","2","SVcb28","Eastern Cape",0
"2747","3","SVcb28","Eastern Cape",0
"2748","4","SVcb28","Eastern Cape",0
"2749","5","SVcb28","Eastern Cape",0
"2750","6","SVcb28","Eastern Cape",0
"2751","7","SVcb28","Eastern Cape",0
"2752","1","SVcb29","Eastern Cape",0
"2753","2","SVcb29","Eastern Cape",0
"2754","3","SVcb29","Eastern Cape",0
"2755","4","SVcb29","Eastern Cape",0
"2756","5","SVcb29","Eastern Cape",0
"2757","6","SVcb29","Eastern Cape",0
"2758","7","SVcb29","Eastern Cape",0
"2759","1","SVcb3","Eastern Cape",0
"2760","2","SVcb3","Eastern Cape",0
"2761","3","SVcb3","Eastern Cape",0
"2762","4","SVcb3","Eastern Cape",0
"2763","5","SVcb3","Eastern Cape",0
"2764","6","SVcb3","Eastern Cape",0
"2765","7","SVcb3","Eastern Cape",0
"2766","1","SVcb4","Eastern Cape",0
"2767","2","SVcb4","Eastern Cape",0
"2768","3","SVcb4","Eastern Cape",0
"2769","4","SVcb4","Eastern Cape",0
"2770","5","SVcb4","Eastern Cape",0
"2771","6","SVcb4","Eastern Cape",0
"2772","7","SVcb4","Eastern Cape",0
"2773","1","SVcb5","Eastern Cape",0
"2774","2","SVcb5","Eastern Cape",0
"2775","3","SVcb5","Eastern Cape",0
"2776","4","SVcb5","Eastern Cape",0
"2777","5","SVcb5","Eastern Cape",0
"2778","6","SVcb5","Eastern Cape",0
"2779","7","SVcb5","Eastern Cape",0
"2780","1","SVcb6","Eastern Cape",0
"2781","2","SVcb6","Eastern Cape",0
"2782","3","SVcb6","Eastern Cape",0
"2783","4","SVcb6","Eastern Cape",0
"2784","5","SVcb6","Eastern Cape",0
"2785","6","SVcb6","Eastern Cape",0
"2786","7","SVcb6","Eastern Cape",0
"2787","1","SVcb7","Eastern Cape",0
"2788","2","SVcb7","Eastern Cape",0
"2789","3","SVcb7","Eastern Cape",0
"2790","4","SVcb7","Eastern Cape",0
"2791","5","SVcb7","Eastern Cape",0
"2792","6","SVcb7","Eastern Cape",0
"2793","7","SVcb7","Eastern Cape",0
"2794","1","SVcb8","Eastern Cape",0
"2795","2","SVcb8","Eastern Cape",0
"2796","3","SVcb8","Eastern Cape",0
"2797","4","SVcb8","Eastern Cape",0
"2798","5","SVcb8","Eastern Cape",0
"2799","6","SVcb8","Eastern Cape",0
"2800","7","SVcb8","Eastern Cape",0
"2801","1","SVcb9","Eastern Cape",0
"2802","2","SVcb9","Eastern Cape",0
"2803","3","SVcb9","Eastern Cape",0
"2804","4","SVcb9","Eastern Cape",0
"2805","5","SVcb9","Eastern Cape",0
"2806","6","SVcb9","Eastern Cape",0
"2807","7","SVcb9","Eastern Cape",0
"2808","1","SVk1","Eastern Cape",0
"2809","2","SVk1","Eastern Cape",0
"2810","3","SVk1","Eastern Cape",0
"2811","4","SVk1","Eastern Cape",0
"2812","5","SVk1","Eastern Cape",0
"2813","6","SVk1","Eastern Cape",0
"2814","7","SVk1","Eastern Cape",0
"2815","1","SVk10","Eastern Cape",0
"2816","2","SVk10","Eastern Cape",0
"2817","3","SVk10","Eastern Cape",0
"2818","4","SVk10","Eastern Cape",0
"2819","5","SVk10","Eastern Cape",0
"2820","6","SVk10","Eastern Cape",0
"2821","7","SVk10","Eastern Cape",0
"2822","1","SVk11","Eastern Cape",0
"2823","2","SVk11","Eastern Cape",0
"2824","3","SVk11","Eastern Cape",0
"2825","4","SVk11","Eastern Cape",0
"2826","5","SVk11","Eastern Cape",0
"2827","6","SVk11","Eastern Cape",0
"2828","7","SVk11","Eastern Cape",0
"2829","1","SVk12","Eastern Cape",0
"2830","2","SVk12","Eastern Cape",0
"2831","3","SVk12","Eastern Cape",0
"2832","4","SVk12","Eastern Cape",0
"2833","5","SVk12","Eastern Cape",0
"2834","6","SVk12","Eastern Cape",0
"2835","7","SVk12","Eastern Cape",0
"2836","1","SVk13","Eastern Cape",0
"2837","2","SVk13","Eastern Cape",0
"2838","3","SVk13","Eastern Cape",0
"2839","4","SVk13","Eastern Cape",0
"2840","5","SVk13","Eastern Cape",0
"2841","6","SVk13","Eastern Cape",0
"2842","7","SVk13","Eastern Cape",0
"2843","1","SVk14","Eastern Cape",0
"2844","2","SVk14","Eastern Cape",0
"2845","3","SVk14","Eastern Cape",0
"2846","4","SVk14","Eastern Cape",0
"2847","5","SVk14","Eastern Cape",0
"2848","6","SVk14","Eastern Cape",0
"2849","7","SVk14","Eastern Cape",0
"2850","1","SVk15","Eastern Cape",0
"2851","2","SVk15","Eastern Cape",0
"2852","3","SVk15","Eastern Cape",0
"2853","4","SVk15","Eastern Cape",0
"2854","5","SVk15","Eastern Cape",0
"2855","6","SVk15","Eastern Cape",0
"2856","7","SVk15","Eastern Cape",0
"2857","1","SVk16","Eastern Cape",0
"2858","2","SVk16","Eastern Cape",0
"2859","3","SVk16","Eastern Cape",0
"2860","4","SVk16","Eastern Cape",0
"2861","5","SVk16","Eastern Cape",0
"2862","6","SVk16","Eastern Cape",0
"2863","7","SVk16","Eastern Cape",0
"2864","1","SVk17","Eastern Cape",0
"2865","2","SVk17","Eastern Cape",0
"2866","3","SVk17","Eastern Cape",0
"2867","4","SVk17","Eastern Cape",0
"2868","5","SVk17","Eastern Cape",0
"2869","6","SVk17","Eastern Cape",0
"2870","7","SVk17","Eastern Cape",0
"2871","1","SVk18","Eastern Cape",0
"2872","2","SVk18","Eastern Cape",0
"2873","3","SVk18","Eastern Cape",0
"2874","4","SVk18","Eastern Cape",0
"2875","5","SVk18","Eastern Cape",0
"2876","6","SVk18","Eastern Cape",0
"2877","7","SVk18","Eastern Cape",0
"2878","1","SVk2","Eastern Cape",0
"2879","2","SVk2","Eastern Cape",0
"2880","3","SVk2","Eastern Cape",0
"2881","4","SVk2","Eastern Cape",0
